s_fpssm0,s_fpssm1,s_fpssm2,s_fpssm3,s_fpssm4,s_fpssm5,s_fpssm6,s_fpssm7,s_fpssm8,s_fpssm9,s_fpssm10,s_fpssm11,s_fpssm12,s_fpssm13,s_fpssm14,s_fpssm15,s_fpssm16,s_fpssm17,s_fpssm18,s_fpssm19,s_fpssm20,s_fpssm21,s_fpssm22,s_fpssm23,s_fpssm24,s_fpssm25,s_fpssm26,s_fpssm27,s_fpssm28,s_fpssm29,s_fpssm30,s_fpssm31,s_fpssm32,s_fpssm33,s_fpssm34,s_fpssm35,s_fpssm36,s_fpssm37,s_fpssm38,s_fpssm39,s_fpssm40,s_fpssm41,s_fpssm42,s_fpssm43,s_fpssm44,s_fpssm45,s_fpssm46,s_fpssm47,s_fpssm48,s_fpssm49,s_fpssm50,s_fpssm51,s_fpssm52,s_fpssm53,s_fpssm54,s_fpssm55,s_fpssm56,s_fpssm57,s_fpssm58,s_fpssm59,s_fpssm60,s_fpssm61,s_fpssm62,s_fpssm63,s_fpssm64,s_fpssm65,s_fpssm66,s_fpssm67,s_fpssm68,s_fpssm69,s_fpssm70,s_fpssm71,s_fpssm72,s_fpssm73,s_fpssm74,s_fpssm75,s_fpssm76,s_fpssm77,s_fpssm78,s_fpssm79,s_fpssm80,s_fpssm81,s_fpssm82,s_fpssm83,s_fpssm84,s_fpssm85,s_fpssm86,s_fpssm87,s_fpssm88,s_fpssm89,s_fpssm90,s_fpssm91,s_fpssm92,s_fpssm93,s_fpssm94,s_fpssm95,s_fpssm96,s_fpssm97,s_fpssm98,s_fpssm99,s_fpssm100,s_fpssm101,s_fpssm102,s_fpssm103,s_fpssm104,s_fpssm105,s_fpssm106,s_fpssm107,s_fpssm108,s_fpssm109,s_fpssm110,s_fpssm111,s_fpssm112,s_fpssm113,s_fpssm114,s_fpssm115,s_fpssm116,s_fpssm117,s_fpssm118,s_fpssm119,s_fpssm120,s_fpssm121,s_fpssm122,s_fpssm123,s_fpssm124,s_fpssm125,s_fpssm126,s_fpssm127,s_fpssm128,s_fpssm129,s_fpssm130,s_fpssm131,s_fpssm132,s_fpssm133,s_fpssm134,s_fpssm135,s_fpssm136,s_fpssm137,s_fpssm138,s_fpssm139,s_fpssm140,s_fpssm141,s_fpssm142,s_fpssm143,s_fpssm144,s_fpssm145,s_fpssm146,s_fpssm147,s_fpssm148,s_fpssm149,s_fpssm150,s_fpssm151,s_fpssm152,s_fpssm153,s_fpssm154,s_fpssm155,s_fpssm156,s_fpssm157,s_fpssm158,s_fpssm159,s_fpssm160,s_fpssm161,s_fpssm162,s_fpssm163,s_fpssm164,s_fpssm165,s_fpssm166,s_fpssm167,s_fpssm168,s_fpssm169,s_fpssm170,s_fpssm171,s_fpssm172,s_fpssm173,s_fpssm174,s_fpssm175,s_fpssm176,s_fpssm177,s_fpssm178,s_fpssm179,s_fpssm180,s_fpssm181,s_fpssm182,s_fpssm183,s_fpssm184,s_fpssm185,s_fpssm186,s_fpssm187,s_fpssm188,s_fpssm189,s_fpssm190,s_fpssm191,s_fpssm192,s_fpssm193,s_fpssm194,s_fpssm195,s_fpssm196,s_fpssm197,s_fpssm198,s_fpssm199,s_fpssm200,s_fpssm201,s_fpssm202,s_fpssm203,s_fpssm204,s_fpssm205,s_fpssm206,s_fpssm207,s_fpssm208,s_fpssm209,s_fpssm210,s_fpssm211,s_fpssm212,s_fpssm213,s_fpssm214,s_fpssm215,s_fpssm216,s_fpssm217,s_fpssm218,s_fpssm219,s_fpssm220,s_fpssm221,s_fpssm222,s_fpssm223,s_fpssm224,s_fpssm225,s_fpssm226,s_fpssm227,s_fpssm228,s_fpssm229,s_fpssm230,s_fpssm231,s_fpssm232,s_fpssm233,s_fpssm234,s_fpssm235,s_fpssm236,s_fpssm237,s_fpssm238,s_fpssm239,s_fpssm240,s_fpssm241,s_fpssm242,s_fpssm243,s_fpssm244,s_fpssm245,s_fpssm246,s_fpssm247,s_fpssm248,s_fpssm249,s_fpssm250,s_fpssm251,s_fpssm252,s_fpssm253,s_fpssm254,s_fpssm255,s_fpssm256,s_fpssm257,s_fpssm258,s_fpssm259,s_fpssm260,s_fpssm261,s_fpssm262,s_fpssm263,s_fpssm264,s_fpssm265,s_fpssm266,s_fpssm267,s_fpssm268,s_fpssm269,s_fpssm270,s_fpssm271,s_fpssm272,s_fpssm273,s_fpssm274,s_fpssm275,s_fpssm276,s_fpssm277,s_fpssm278,s_fpssm279,s_fpssm280,s_fpssm281,s_fpssm282,s_fpssm283,s_fpssm284,s_fpssm285,s_fpssm286,s_fpssm287,s_fpssm288,s_fpssm289,s_fpssm290,s_fpssm291,s_fpssm292,s_fpssm293,s_fpssm294,s_fpssm295,s_fpssm296,s_fpssm297,s_fpssm298,s_fpssm299,s_fpssm300,s_fpssm301,s_fpssm302,s_fpssm303,s_fpssm304,s_fpssm305,s_fpssm306,s_fpssm307,s_fpssm308,s_fpssm309,s_fpssm310,s_fpssm311,s_fpssm312,s_fpssm313,s_fpssm314,s_fpssm315,s_fpssm316,s_fpssm317,s_fpssm318,s_fpssm319,s_fpssm320,s_fpssm321,s_fpssm322,s_fpssm323,s_fpssm324,s_fpssm325,s_fpssm326,s_fpssm327,s_fpssm328,s_fpssm329,s_fpssm330,s_fpssm331,s_fpssm332,s_fpssm333,s_fpssm334,s_fpssm335,s_fpssm336,s_fpssm337,s_fpssm338,s_fpssm339,s_fpssm340,s_fpssm341,s_fpssm342,s_fpssm343,s_fpssm344,s_fpssm345,s_fpssm346,s_fpssm347,s_fpssm348,s_fpssm349,s_fpssm350,s_fpssm351,s_fpssm352,s_fpssm353,s_fpssm354,s_fpssm355,s_fpssm356,s_fpssm357,s_fpssm358,s_fpssm359,s_fpssm360,s_fpssm361,s_fpssm362,s_fpssm363,s_fpssm364,s_fpssm365,s_fpssm366,s_fpssm367,s_fpssm368,s_fpssm369,s_fpssm370,s_fpssm371,s_fpssm372,s_fpssm373,s_fpssm374,s_fpssm375,s_fpssm376,s_fpssm377,s_fpssm378,s_fpssm379,s_fpssm380,s_fpssm381,s_fpssm382,s_fpssm383,s_fpssm384,s_fpssm385,s_fpssm386,s_fpssm387,s_fpssm388,s_fpssm389,s_fpssm390,s_fpssm391,s_fpssm392,s_fpssm393,s_fpssm394,s_fpssm395,s_fpssm396,s_fpssm397,s_fpssm398,s_fpssm399
52,16,0,6,41,8,9,8,17,7,7,8,15,3,14,27,6,10,9,7,1,111,6,10,20,26,14,0,40,3,2,43,10,6,8,11,5,27,15,3,1,6,32,12,12,1,2,5,20,1,0,4,3,1,0,8,3,9,2,0,4,10,23,75,4,8,31,2,21,1,0,6,1,2,18,7,5,6,3,0,7,1,0,2,32,0,0,0,2,3,1,1,3,3,0,4,3,3,2,1,0,36,11,5,7,35,9,3,20,0,0,14,11,8,6,5,1,23,8,0,5,21,20,42,7,27,125,2,32,1,1,23,4,4,9,6,5,18,4,1,14,11,15,15,26,8,18,90,17,4,6,7,18,17,15,25,8,37,14,6,0,4,8,0,5,5,4,0,29,1,0,2,2,2,0,2,1,2,8,0,3,4,0,0,10,1,0,0,6,90,36,0,30,35,7,1,3,24,4,50,2,12,4,5,30,6,3,1,11,79,107,11,77,61,6,3,9,58,26,47,0,23,0,0,0,8,5,5,6,0,0,22,2,0,3,3,1,1,3,0,0,3,0,0,0,2,0,0,2,13,14,2,24,5,0,0,1,8,2,7,3,1,1,4,20,2,1,0,25,24,32,1,34,109,2,3,1,52,81,11,7,10,8,3,19,6,11,4,20,4,5,7,14,3,119,14,7,24,3,1,14,8,24,14,28,6,14,9,28,3,3,5,14,10,4,72,26,36,13,3,3,10,11,2,10,10,4,2,15,12,8,7,10,8,2,20,69,11,6,10,0,0,0,0,0,0,0,0,0,2,1,0,2,5,0,0,0,0,10,1,0,4,9,4,5,3,1,0,21,1,2,1,6,37,3,1,1,28,49,4,4,4,0,2,28,0,4,5,9,62,23,3,34,28,7,3,8,26,15,63
36,6,1,1,26,3,6,8,6,8,8,3,16,7,6,18,6,12,6,5,0,106,4,4,20,15,6,0,30,1,4,34,8,6,10,7,5,24,7,0,1,18,64,26,10,7,11,9,11,0,0,13,4,1,4,19,5,9,1,0,1,17,18,66,12,13,28,3,25,1,0,5,11,3,10,8,1,11,6,0,4,0,0,1,23,0,1,0,1,5,0,0,2,4,0,6,5,5,4,5,0,29,6,8,8,24,9,1,21,0,2,11,4,3,3,3,1,17,9,0,6,27,9,40,19,35,97,1,32,0,0,20,13,4,15,8,2,29,9,1,19,7,10,8,16,4,5,104,9,2,6,4,9,5,6,20,5,14,9,1,0,8,2,2,1,7,3,1,18,0,0,5,2,2,1,2,0,7,6,0,4,10,1,4,32,6,2,1,14,97,56,3,37,46,10,5,4,30,10,57,2,6,2,4,22,4,0,1,18,43,89,3,68,47,3,3,7,52,18,27,0,46,2,3,4,16,13,3,14,1,0,52,6,0,4,6,3,11,1,0,1,4,1,2,13,0,2,0,5,11,15,4,37,6,1,1,1,22,12,7,4,0,3,2,23,1,1,0,30,23,34,0,39,132,1,3,1,44,81,11,3,10,4,3,11,6,7,6,11,5,1,5,7,4,103,8,4,21,3,4,19,10,23,14,22,11,21,12,26,5,1,6,11,6,19,94,33,30,9,4,9,7,2,5,29,5,2,2,13,14,6,8,17,10,9,24,74,26,5,15,0,1,0,0,3,0,0,0,1,0,0,0,2,5,1,0,0,4,14,0,0,1,6,5,2,2,2,0,6,0,0,1,5,31,7,2,0,23,34,0,6,4,1,0,21,2,1,3,15,77,33,2,37,26,2,7,8,28,15,84
63,17,5,18,28,15,12,21,16,22,16,10,23,16,29,52,22,24,8,19,6,170,10,13,16,42,18,4,41,5,6,56,12,1,14,13,9,11,3,5,4,13,87,26,16,13,19,18,28,0,0,12,7,1,5,26,9,16,6,0,1,17,28,116,7,18,44,9,25,0,1,11,8,8,23,11,6,12,12,1,5,5,1,0,59,0,1,1,8,4,1,1,8,7,7,9,7,14,3,0,1,31,12,13,12,58,21,0,33,0,2,16,10,4,9,6,8,16,5,0,7,37,21,59,16,66,172,5,47,2,1,29,10,3,22,27,12,14,6,6,21,18,16,19,15,16,19,135,18,1,3,7,9,4,17,41,13,16,2,1,1,13,8,7,5,7,3,0,79,3,3,3,2,14,11,8,0,9,29,1,7,1,5,5,14,1,5,2,9,109,48,2,51,30,8,4,12,28,9,66,10,14,1,7,35,10,11,5,26,82,160,7,102,93,36,12,11,80,40,42,2,106,18,16,19,40,33,17,52,3,1,120,18,3,26,28,19,25,9,2,0,11,1,3,14,6,2,1,10,21,25,2,54,11,15,3,6,16,9,14,3,4,1,4,9,3,2,0,20,15,23,3,17,123,11,5,6,37,58,6,5,23,8,17,16,20,8,5,18,2,1,11,9,8,242,20,12,19,6,1,45,28,43,38,69,30,26,26,39,8,4,19,16,7,56,187,58,37,12,9,16,16,11,13,33,14,12,11,21,15,7,7,13,7,15,49,97,14,6,12,0,4,0,0,4,1,4,0,8,1,3,3,5,11,1,0,0,23,20,0,0,3,2,0,5,4,3,2,14,4,3,2,6,39,1,3,8,26,60,4,5,11,3,2,10,2,2,3,7,58,38,3,35,17,15,11,11,6,8,65
66,13,10,16,23,6,9,20,18,12,11,8,16,14,33,43,21,25,6,16,6,175,15,19,15,47,23,6,32,1,5,59,9,4,13,22,11,23,13,1,5,22,92,31,15,13,17,15,35,2,3,12,12,4,9,25,8,14,10,1,2,17,32,144,4,21,59,13,33,0,1,15,8,11,30,20,10,10,10,1,4,7,0,2,69,2,3,3,6,6,0,2,11,5,11,12,6,12,4,2,5,45,12,9,17,79,25,3,27,0,3,21,13,5,9,15,4,20,7,1,7,46,29,92,12,68,204,6,46,1,2,43,13,3,19,37,13,17,7,2,21,8,9,15,15,9,12,133,14,2,3,7,8,5,19,37,9,16,3,2,1,6,12,8,7,14,2,3,67,2,0,1,1,16,13,14,2,7,21,0,3,2,1,2,16,4,4,1,6,105,50,1,45,31,14,7,8,23,10,64,8,11,5,7,35,10,4,8,22,80,180,4,107,92,22,13,19,65,37,47,5,106,14,11,9,51,27,11,43,7,3,115,11,6,22,23,12,24,8,7,2,4,2,2,11,5,3,0,6,17,17,2,44,9,12,1,1,13,7,15,3,5,2,1,9,3,1,1,23,17,19,4,22,120,10,6,2,41,67,9,8,21,14,10,16,14,5,12,22,4,3,15,8,5,263,33,16,12,7,3,42,34,48,34,59,14,17,22,40,8,6,17,20,9,58,204,59,23,10,8,16,20,9,20,28,13,18,17,20,11,6,11,20,3,34,66,114,5,4,12,0,6,0,0,8,0,1,1,6,0,2,4,3,9,4,0,1,24,16,0,0,2,1,0,9,3,2,0,14,4,6,0,8,36,2,2,2,31,60,4,6,9,4,2,11,2,3,7,6,50,24,3,33,24,21,17,18,23,10,60
68,23,11,9,22,19,17,17,11,9,7,28,7,0,12,24,15,5,7,16,1,66,11,16,5,38,17,2,26,8,9,44,7,15,11,6,6,8,26,6,4,7,32,10,3,4,5,1,11,0,0,11,0,0,0,8,5,0,1,0,3,10,29,63,0,12,33,14,7,0,0,12,0,4,2,9,4,5,1,0,3,6,4,3,15,6,5,3,4,2,2,9,1,0,2,6,7,0,0,8,0,14,10,17,0,31,25,6,9,3,7,21,12,0,8,5,1,1,0,0,4,9,21,60,6,30,100,12,19,0,0,18,10,2,20,22,13,8,7,0,16,6,13,10,10,2,5,103,5,1,0,3,1,0,2,13,3,4,0,1,2,13,10,1,6,9,10,5,47,3,4,14,1,5,6,9,8,4,22,2,6,0,0,0,5,0,0,0,0,72,17,0,17,10,0,0,0,8,2,50,1,14,4,16,17,11,13,0,11,62,172,13,53,39,9,6,16,9,21,32,3,27,17,9,1,20,17,3,18,5,2,50,2,0,7,5,6,4,11,2,2,0,0,5,6,0,3,0,0,9,14,1,8,3,0,0,0,5,1,5,1,0,0,0,8,0,0,0,7,17,18,0,18,51,0,0,0,13,50,9,1,1,7,9,7,9,8,0,5,0,0,5,3,0,45,5,7,10,4,0,13,18,24,18,10,17,21,9,9,0,2,26,5,1,25,87,40,1,0,0,2,7,14,5,9,8,8,6,13,6,6,8,9,6,1,11,25,4,1,3,3,4,2,2,11,3,1,0,12,1,3,3,2,7,0,0,0,13,17,0,4,0,3,0,20,5,5,2,11,10,8,0,8,41,0,2,0,20,43,9,0,6,2,9,11,8,16,2,8,64,21,6,26,3,7,3,18,0,4,94
72,2,7,19,7,7,25,4,6,10,7,6,15,2,6,23,6,10,7,8,0,98,3,1,2,15,13,1,18,0,1,55,5,0,0,4,1,8,6,0,0,8,27,14,2,3,12,3,7,0,0,9,1,2,5,6,4,0,5,0,1,10,33,132,0,5,72,13,6,1,0,12,0,0,11,12,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,10,8,0,45,13,0,6,0,0,17,0,0,0,1,0,0,0,0,7,26,15,97,0,48,181,10,15,4,1,42,5,0,3,5,1,1,0,3,8,5,14,13,0,4,7,86,3,0,1,7,2,0,0,7,0,8,2,0,0,5,3,5,2,3,13,0,20,0,0,2,2,0,0,4,5,4,5,0,3,6,2,4,6,2,6,0,2,117,47,5,40,5,0,0,2,1,9,61,1,6,2,10,2,6,13,0,10,63,164,1,69,28,3,5,1,4,13,13,1,100,7,21,0,38,41,0,8,3,2,120,7,0,3,9,14,0,0,0,0,2,4,0,6,2,0,0,3,11,18,1,28,1,0,1,2,11,2,7,0,0,0,1,0,0,1,0,1,7,19,0,10,20,0,0,1,4,22,2,6,3,1,4,2,2,8,1,4,3,1,3,0,0,49,3,3,0,0,3,9,8,5,12,0,9,18,0,3,0,0,17,11,5,5,46,8,3,7,0,3,10,4,9,0,9,10,0,4,6,2,9,7,2,5,24,40,0,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,0,3,2,3,5,2,3,0,9,3,1,2,1,22,6,0,1,4,13,3,12,3,0,1,3,3,2,0,5,55,18,6,19,4,0,0,5,9,2,67
45,5,11,5,36,5,9,15,15,8,8,10,24,9,7,13,10,17,16,11,1,38,8,2,7,12,11,0,11,3,1,19,2,1,0,3,0,5,3,2,0,6,11,8,1,4,2,0,3,0,0,3,0,1,0,5,3,1,0,0,0,13,7,46,0,10,23,0,7,0,0,16,1,2,2,1,2,2,2,0,5,0,0,0,5,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,2,1,5,5,3,4,0,4,1,2,2,4,2,2,0,0,13,5,0,3,5,5,19,4,14,28,3,10,0,0,12,5,0,6,2,1,6,5,1,10,1,13,19,21,5,4,84,17,2,1,4,8,8,8,7,1,17,7,2,0,5,5,3,2,0,2,1,13,0,0,4,2,3,0,4,3,6,12,0,3,0,1,0,14,0,0,0,6,30,11,0,17,12,0,1,5,4,5,21,4,2,4,2,13,1,4,1,13,22,23,2,26,10,8,4,2,15,13,14,0,12,4,2,0,3,4,0,3,0,0,15,0,0,0,0,1,1,0,0,1,0,1,0,7,0,0,0,3,15,14,0,23,1,1,3,4,6,4,10,3,0,0,0,11,1,0,4,1,4,8,0,2,21,0,0,2,7,16,3,0,2,2,9,1,8,10,0,5,2,1,12,3,1,35,0,0,2,2,1,9,3,2,4,15,2,3,5,7,2,4,5,9,8,0,29,23,2,14,2,3,4,7,4,5,2,3,4,13,9,1,4,5,1,1,7,26,4,5,7,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,6,2,0,0,6,3,3,4,8,3,0,19,4,3,1,10,15,0,0,0,21,38,2,8,1,7,3,23,1,1,3,8,36,16,2,22,11,4,2,6,15,9,44
102,7,9,12,28,11,17,48,13,4,1,8,15,10,31,41,21,17,6,8,1,126,14,4,6,24,11,3,24,0,0,58,7,1,11,22,5,12,9,0,1,21,110,58,11,19,23,13,51,0,1,17,8,4,3,21,22,7,15,0,5,12,55,169,9,24,62,22,26,0,0,14,3,0,33,20,4,6,1,0,8,0,0,0,40,0,0,10,3,12,4,0,8,2,3,1,3,3,5,16,5,42,13,20,11,76,38,16,31,1,3,22,11,3,11,7,8,8,2,1,5,25,27,48,6,35,131,12,40,0,1,22,8,3,30,20,9,12,14,1,14,17,37,19,14,9,13,235,14,0,0,5,2,4,10,25,12,1,2,0,0,17,9,5,9,12,1,8,65,0,0,4,2,13,4,4,1,11,31,5,13,11,7,1,19,8,4,6,14,163,70,9,53,19,7,6,9,19,11,106,8,20,6,9,31,16,18,3,18,77,225,14,89,68,22,7,12,25,32,53,5,42,20,19,3,33,35,1,30,6,5,62,12,0,8,18,6,0,3,6,2,6,1,0,18,4,5,0,4,36,37,2,76,13,8,4,17,7,7,23,0,7,4,3,15,2,0,6,28,25,19,6,25,110,11,2,1,22,88,18,8,11,5,14,7,16,21,2,16,5,3,10,14,3,178,15,15,10,9,2,30,38,42,31,22,28,34,8,24,5,2,25,13,5,54,144,59,16,12,5,14,23,15,7,16,10,12,4,18,10,10,14,13,6,24,45,95,9,11,22,0,2,0,1,4,0,0,2,12,0,1,2,1,16,0,0,0,10,31,2,1,3,14,4,0,4,4,8,43,2,13,3,5,47,6,4,2,29,97,2,12,8,3,2,30,6,5,2,5,95,44,5,38,18,15,9,20,29,18,155
93,11,6,9,18,8,16,18,10,3,2,15,5,0,17,24,8,10,5,7,1,57,11,8,7,27,19,1,28,4,2,42,5,1,14,7,6,5,3,3,0,17,56,21,1,20,22,21,16,0,3,17,3,0,7,17,7,0,1,0,1,6,31,87,3,17,49,2,17,0,0,9,0,3,14,9,3,11,5,0,0,2,0,0,15,1,0,0,2,3,1,1,0,3,8,0,2,1,0,6,2,36,11,25,13,58,44,4,27,3,14,29,7,0,12,10,9,6,4,2,6,17,22,49,6,33,90,17,17,1,1,21,7,0,18,14,11,7,3,0,5,5,23,17,2,2,5,127,12,0,0,5,1,0,16,9,9,2,0,0,0,3,19,12,1,6,5,3,14,0,0,12,0,3,5,5,7,0,10,0,3,2,0,0,9,0,0,4,3,107,41,3,28,18,7,6,12,6,15,70,0,10,8,6,21,11,7,2,13,62,187,7,60,33,10,4,8,6,20,29,3,49,20,7,4,21,16,1,21,4,0,73,9,2,22,6,8,4,9,3,1,1,0,0,6,5,0,0,2,8,8,2,16,7,0,3,5,7,6,5,1,1,0,0,7,0,0,0,7,14,25,1,19,58,1,2,0,16,48,12,0,4,0,5,5,5,11,2,5,0,0,7,5,0,48,4,4,0,2,1,16,11,20,24,17,27,24,9,16,1,1,14,6,3,39,97,30,10,6,3,2,10,20,13,6,15,15,2,16,2,1,12,14,2,7,29,58,8,7,3,1,1,1,2,10,4,6,0,4,0,2,1,1,8,0,2,0,1,15,0,1,1,2,1,25,5,0,2,32,13,17,2,15,58,2,0,2,27,58,6,0,3,2,4,15,2,1,0,7,64,12,3,8,1,4,1,6,2,4,99
137,26,13,29,25,36,48,26,33,17,18,27,19,5,61,70,35,13,4,26,11,277,19,19,32,57,48,12,62,8,6,111,16,0,39,32,16,24,10,2,5,19,113,41,7,23,21,11,38,1,1,20,3,1,12,28,16,15,2,1,4,18,49,225,13,41,89,12,48,2,1,16,10,7,44,32,9,11,7,0,5,2,1,2,51,3,2,3,8,5,5,3,11,5,7,10,2,9,7,5,8,52,19,28,13,187,76,2,62,2,7,60,13,5,32,27,11,10,9,3,17,59,40,154,20,98,334,5,55,3,4,51,15,5,51,41,17,36,13,6,34,17,29,31,25,15,24,220,35,1,1,16,8,3,56,60,13,4,5,0,3,18,14,9,11,21,7,1,84,0,1,9,6,3,12,11,5,8,20,0,3,4,3,2,25,6,3,4,20,118,48,5,41,31,5,9,11,11,9,52,11,27,12,15,47,24,19,1,43,115,314,17,143,53,38,13,14,46,32,85,9,141,25,27,22,76,40,10,45,1,2,226,12,4,46,24,15,16,15,2,8,6,6,4,24,8,6,0,12,21,28,9,78,8,9,1,8,15,9,18,4,5,2,5,15,3,4,0,32,19,50,3,31,141,21,5,1,25,73,8,18,14,16,27,19,25,31,9,37,6,3,22,11,7,318,44,14,17,9,3,37,45,79,65,46,40,51,43,60,6,6,34,28,11,89,290,83,24,16,4,18,15,18,22,35,15,21,11,17,17,10,11,22,1,30,49,128,14,2,20,1,2,1,0,5,2,0,0,11,1,2,0,7,6,2,5,3,26,8,0,0,10,5,6,14,9,5,0,41,7,13,5,8,61,8,10,1,34,122,1,10,17,9,12,42,13,20,2,15,113,61,13,48,21,20,18,28,11,14,181
44,12,4,10,8,14,16,8,5,1,0,8,7,0,21,36,7,3,0,3,0,63,7,3,1,21,9,1,19,9,5,40,8,1,16,3,1,3,3,8,7,8,37,24,0,8,10,2,9,0,0,20,1,1,5,11,7,4,1,0,4,3,21,53,0,8,24,6,8,1,1,3,3,0,3,12,6,0,0,0,5,2,0,1,2,2,1,0,0,3,2,2,0,0,0,1,2,2,0,4,0,22,4,13,2,38,14,2,9,4,0,32,1,0,3,4,1,0,2,0,1,18,19,47,3,39,72,2,13,0,0,33,2,0,18,20,7,2,0,1,14,6,15,9,9,9,5,108,3,0,0,7,0,6,8,12,4,0,8,0,0,5,8,7,3,1,2,5,21,0,1,6,0,5,6,2,0,0,1,0,1,5,1,5,0,11,5,0,3,95,27,3,30,13,8,2,7,1,11,51,9,6,1,1,11,8,3,0,0,63,134,4,67,6,11,5,3,11,9,25,2,34,12,10,2,24,15,4,13,2,2,69,2,1,5,12,4,3,3,4,0,3,0,2,1,4,5,0,0,11,16,5,26,5,0,0,2,1,1,4,0,0,0,0,5,0,0,0,1,7,10,0,18,45,0,0,0,11,26,4,6,3,2,9,4,7,17,0,2,0,0,11,1,0,120,11,4,4,4,0,18,4,10,9,25,4,7,8,9,1,1,8,7,3,6,66,32,2,14,1,4,7,9,5,6,1,4,1,6,2,6,10,4,5,17,17,26,2,7,2,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,2,0,1,0,6,0,0,0,0,0,16,1,4,0,2,16,6,0,0,1,17,1,6,3,4,4,12,4,5,3,3,57,19,5,18,6,9,4,15,0,5,63
93,9,3,11,46,9,12,21,25,11,2,7,27,18,35,29,15,35,24,12,1,161,20,8,28,43,25,4,60,6,2,64,17,9,15,12,4,63,24,2,4,10,109,30,25,15,14,3,37,0,1,8,12,9,13,22,8,40,11,1,4,10,39,119,19,25,48,7,37,0,0,9,13,8,21,20,8,39,14,1,4,8,1,2,39,2,3,3,8,1,1,5,7,10,3,6,4,27,8,0,2,22,8,7,13,70,22,1,20,2,4,17,8,2,7,6,3,17,8,0,2,32,22,65,16,77,185,4,58,1,3,33,8,10,19,8,4,43,24,0,12,9,18,17,18,14,9,113,28,6,2,7,8,8,11,27,11,46,8,4,0,20,13,6,13,13,17,5,67,0,0,8,9,9,5,5,2,22,17,0,6,1,2,5,46,4,0,2,23,160,70,0,74,58,6,7,9,73,33,94,5,11,5,2,73,10,2,0,43,80,185,3,137,95,11,5,8,112,46,41,2,95,26,20,31,43,29,6,65,3,1,148,35,13,28,15,9,72,33,3,5,1,3,1,24,4,1,0,27,20,25,5,76,24,7,7,3,58,20,14,0,6,2,1,43,9,6,0,40,26,31,5,47,180,5,1,0,102,94,11,1,7,5,12,24,7,11,2,33,3,1,7,12,10,191,15,4,41,12,0,14,13,30,19,22,19,15,12,43,4,4,18,20,10,19,72,36,43,21,4,8,13,12,3,29,8,5,4,27,13,7,3,27,24,22,26,60,41,19,11,0,1,1,2,9,2,1,2,6,0,2,3,3,27,0,0,1,36,26,1,4,8,6,7,35,16,3,2,57,8,6,4,17,105,11,5,3,75,168,4,12,16,7,2,56,8,4,6,21,88,41,7,57,40,18,7,16,52,29,117
50,12,8,0,30,2,3,20,10,5,2,12,7,2,8,10,6,11,8,6,0,89,11,1,7,9,1,5,30,1,1,49,8,8,7,1,0,22,8,1,0,9,30,8,5,1,1,3,5,0,0,8,1,3,1,4,2,6,6,1,0,10,11,34,3,7,15,5,10,1,1,12,0,3,3,6,1,3,3,0,0,0,2,0,5,0,0,0,7,0,0,0,0,2,0,2,0,0,3,0,0,11,4,1,1,14,1,5,3,3,0,5,1,1,0,1,6,2,2,1,1,14,7,7,4,9,18,0,14,7,1,11,5,1,3,1,1,7,5,4,7,13,26,4,4,8,7,122,19,6,1,22,7,5,5,12,5,33,11,0,0,10,2,5,1,1,0,0,28,0,0,6,0,7,3,1,0,11,17,0,0,0,0,0,3,0,0,0,1,30,11,1,9,6,0,0,2,5,6,16,0,0,0,0,5,1,0,0,2,25,21,0,11,11,1,0,0,11,11,18,1,32,3,0,6,11,0,1,7,4,2,46,10,1,3,4,3,13,4,0,0,0,0,0,5,1,0,1,2,2,1,1,10,3,0,0,0,3,4,0,0,1,2,0,4,0,0,0,9,4,4,0,4,14,1,0,0,12,12,0,2,7,3,0,4,3,0,5,12,5,0,10,7,8,71,3,2,4,6,1,7,2,8,0,6,0,1,8,9,4,1,9,1,0,13,22,13,0,2,3,2,14,6,0,4,3,0,3,4,4,0,9,4,2,2,8,17,2,0,6,0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,0,5,0,0,0,2,0,0,3,0,0,2,0,1,0,0,0,0,3,0,5,7,3,1,13,4,1,2,10,37,16,6,16,10,5,3,11,8,12,47
